day,user_id,month_day,month,week_day,days_offline,online_days,avg_online,offline_days,avg_ofline,avg_submits_14d,success_rate_14d,solved_total,avg_level_task,max_level_task_solved,day_score_14,total_score,target_14d
19/07/22,789,0.19,0.7,0.2,0,18,0.6428571428571429,10,0.35714285714285715,1.3571428571428572,0.05263157894736842,4,3,0,0.9900000095367432,3.6299999952316284,0
20/07/22,789,0.2,0.7,0.3,0,19,0.6551724137931034,10,0.3448275862068966,1.2142857142857142,0.058823529411764705,4,3,0,0.9900000095367432,3.6299999952316284,0
21/07/22,789,0.21,0.7,0.4,1,19,0.6333333333333333,11,0.36666666666666664,1.1428571428571428,0.0625,4,0,0,0.9900000095367432,3.6299999952316284,0
22/07/22,789,0.22,0.7,0.5,0,20,0.6451612903225806,11,0.3548387096774194,1.2142857142857142,0.058823529411764705,4,3,0,0.9900000095367432,3.6299999952316284,0
23/07/22,789,0.23,0.7,0.6,0,21,0.65625,11,0.34375,1.2857142857142858,0.05555555555555555,4,3,0,0.9900000095367432,3.6299999952316284,0
24/07/22,789,0.24,0.7,0.7,0,22,0.6666666666666666,11,0.3333333333333333,1.3571428571428572,0.05263157894736842,4,3,0,0.9900000095367432,3.6299999952316284,0
25/07/22,789,0.25,0.7,0.1,0,23,0.6764705882352942,11,0.3235294117647059,1.3571428571428572,0.05263157894736842,4,3,0,0.9900000095367432,3.6299999952316284,0
26/07/22,789,0.26,0.7,0.2,0,24,0.6857142857142857,11,0.3142857142857143,1.3571428571428572,0.10526315789473684,5,3,3,1.8899999856948853,4.5299999713897705,0
27/07/22,789,0.27,0.7,0.3,0,25,0.6944444444444444,11,0.3055555555555556,1.6428571428571428,0.13043478260869565,6,1.5,1,2.8899999856948853,5.5299999713897705,0
28/07/22,789,0.28,0.7,0.4,1,25,0.6756756756756757,12,0.32432432432432434,1.6428571428571428,0.13043478260869565,6,0,0,2.8899999856948853,5.5299999713897705,0
29/07/22,789,0.29,0.7,0.5,0,26,0.6842105263157895,12,0.3157894736842105,1.4285714285714286,0.1,6,2,0,1.899999976158142,5.5299999713897705,0
30/07/22,789,0.3,0.7,0.6,1,26,0.6666666666666666,13,0.3333333333333333,1.2857142857142858,0.1111111111111111,6,0,0,1.899999976158142,5.5299999713897705,0
31/07/22,789,0.31,0.7,0.7,0,27,0.675,13,0.325,1.7142857142857142,0.08333333333333333,6,2,0,1.899999976158142,5.5299999713897705,0
01/08/22,789,0.01,0.8,0.1,1,27,0.6585365853658537,14,0.34146341463414637,1.5714285714285714,0.09090909090909091,6,0,0,1.899999976158142,5.5299999713897705,0
02/08/22,789,0.02,0.8,0.2,0,28,0.6666666666666666,14,0.3333333333333333,1.4285714285714286,0.2,8,2,2,3.6799999475479126,7.309999942779541,0
03/08/22,789,0.03,0.8,0.3,0,29,0.6744186046511628,14,0.32558139534883723,1.5714285714285714,0.22727272727272727,9,1,1,4.669999957084656,8.299999952316284,0
04/08/22,789,0.04,0.8,0.4,1,29,0.6590909090909091,15,0.3409090909090909,1.5714285714285714,0.22727272727272727,9,0,0,4.669999957084656,8.299999952316284,0
05/08/22,789,0.05,0.8,0.5,0,30,0.6666666666666666,15,0.3333333333333333,1.6428571428571428,0.2608695652173913,10,1,1,5.60999995470047,9.239999949932098,0
06/08/22,789,0.06,0.8,0.6,0,31,0.6739130434782609,15,0.32608695652173914,1.7857142857142858,0.24,10,2,0,5.60999995470047,9.239999949932098,0
07/08/22,789,0.07,0.8,0.7,0,32,0.6808510638297872,15,0.3191489361702128,1.7857142857142858,0.24,10,2,0,5.60999995470047,9.239999949932098,0
08/08/22,789,0.08,0.8,0.1,0,33,0.6875,15,0.3125,1.9285714285714286,0.2222222222222222,10,2,0,5.60999995470047,9.239999949932098,0
09/08/22,789,0.09,0.8,0.2,0,34,0.6938775510204082,15,0.30612244897959184,2,0.21428571428571427,11,1.5,2,5.680000007152557,10.209999978542328,0
10/08/22,789,0.1,0.8,0.3,0,35,0.7,15,0.3,1.8571428571428572,0.19230769230769232,11,1,0,4.680000007152557,10.209999978542328,0
11/08/22,789,0.11,0.8,0.4,0,36,0.7058823529411765,15,0.29411764705882354,2,0.21428571428571427,12,1.5,1,5.660000026226044,11.189999997615814,0
12/08/22,789,0.12,0.8,0.5,0,37,0.7115384615384616,15,0.28846153846153844,2,0.21428571428571427,12,2,0,5.660000026226044,11.189999997615814,0
13/08/22,789,0.13,0.8,0.6,0,38,0.7169811320754716,15,0.2830188679245283,2.0714285714285716,0.20689655172413793,12,2,0,5.660000026226044,11.189999997615814,0
14/08/22,789,0.14,0.8,0.7,0,39,0.7222222222222222,15,0.2777777777777778,1.7857142857142858,0.24,12,2,0,5.660000026226044,11.189999997615814,0
15/08/22,789,0.15,0.8,0.1,0,40,0.7272727272727273,15,0.2727272727272727,1.9285714285714286,0.2222222222222222,12,2,0,5.660000026226044,11.189999997615814,0
16/08/22,789,0.16,0.8,0.2,1,40,0.7142857142857143,16,0.2857142857142857,1.7857142857142858,0.16,12,0,0,3.880000054836273,11.189999997615814,0
17/08/22,789,0.17,0.8,0.3,2,40,0.7017543859649122,17,0.2982456140350877,1.5714285714285714,0.13636363636363635,12,0,0,2.89000004529953,11.189999997615814,0
18/08/22,789,0.18,0.8,0.4,0,41,0.7068965517241379,17,0.29310344827586204,1.7142857142857142,0.16666666666666666,13,2,2,3.790000021457672,12.089999973773956,0
19/08/22,789,0.19,0.8,0.5,0,42,0.711864406779661,17,0.288135593220339,1.6428571428571428,0.13043478260869565,13,2,0,2.850000023841858,12.089999973773956,0
20/08/22,789,0.2,0.8,0.6,0,43,0.7166666666666667,17,0.2833333333333333,1.6428571428571428,0.13043478260869565,13,2,0,2.850000023841858,12.089999973773956,0
21/08/22,789,0.21,0.8,0.7,1,43,0.7049180327868853,18,0.29508196721311475,1.5714285714285714,0.13636363636363635,13,0,0,2.850000023841858,12.089999973773956,0
22/08/22,789,0.22,0.8,0.1,0,44,0.7096774193548387,18,0.2903225806451613,1.6428571428571428,0.17391304347826086,14,2,2,3.7200000286102295,12.959999978542328,0
23/08/22,789,0.23,0.8,0.2,0,45,0.7142857142857143,18,0.2857142857142857,1.6428571428571428,0.13043478260869565,14,2,0,2.75,12.959999978542328,0
24/08/22,789,0.24,0.8,0.3,0,46,0.71875,18,0.28125,1.7857142857142858,0.12,14,2,0,2.75,12.959999978542328,0
25/08/22,789,0.25,0.8,0.4,1,46,0.7076923076923077,19,0.2923076923076923,1.6428571428571428,0.08695652173913043,14,0,0,1.7699999809265137,12.959999978542328,0
26/08/22,789,0.26,0.8,0.5,0,47,0.7121212121212122,19,0.2878787878787879,1.6428571428571428,0.17391304347826086,16,2,2,3.6100000143051147,14.800000011920929,0
27/08/22,789,0.27,0.8,0.6,0,48,0.7164179104477612,19,0.2835820895522388,1.7142857142857142,0.16666666666666666,16,3,0,3.6100000143051147,14.800000011920929,0
28/08/22,789,0.28,0.8,0.7,1,48,0.7058823529411765,20,0.29411764705882354,1.5714285714285714,0.18181818181818182,16,0,0,3.6100000143051147,14.800000011920929,0
29/08/22,789,0.29,0.8,0.1,0,49,0.7101449275362319,20,0.2898550724637681,1.5,0.19047619047619047,16,3,0,3.6100000143051147,14.800000011920929,0
30/08/22,789,0.3,0.8,0.2,0,50,0.7142857142857143,20,0.2857142857142857,1.6428571428571428,0.17391304347826086,16,3,0,3.6100000143051147,14.800000011920929,0
31/08/22,789,0.31,0.8,0.3,0,51,0.7183098591549296,20,0.28169014084507044,1.7142857142857142,0.16666666666666666,16,3,0,3.6100000143051147,14.800000011920929,0
01/09/22,789,0.01,0.9,0.4,0,52,0.7222222222222222,20,0.2777777777777778,1.7142857142857142,0.125,16,3,0,2.7100000381469727,14.800000011920929,0
02/09/22,789,0.02,0.9,0.5,0,53,0.726027397260274,20,0.273972602739726,1.7857142857142858,0.12,16,3,0,2.7100000381469727,14.800000011920929,0
03/09/22,789,0.03,0.9,0.6,0,54,0.7297297297297297,20,0.2702702702702703,1.7142857142857142,0.125,16,2.5,0,2.7100000381469727,14.800000011920929,0
04/09/22,789,0.04,0.9,0.7,0,55,0.7333333333333333,20,0.26666666666666666,1.7857142857142858,0.12,16,3,0,2.7100000381469727,14.800000011920929,0
05/09/22,789,0.05,0.9,0.1,0,56,0.7368421052631579,20,0.2631578947368421,1.6428571428571428,0.08695652173913043,16,2.5,0,1.840000033378601,14.800000011920929,0
06/09/22,789,0.06,0.9,0.2,0,57,0.7402597402597403,20,0.2597402597402597,1.5714285714285714,0.13636363636363635,17,3,3,2.8200000524520874,15.780000030994415,0
07/09/22,789,0.07,0.9,0.3,0,58,0.7435897435897436,20,0.2564102564102564,1.3571428571428572,0.15789473684210525,17,2,0,2.8200000524520874,15.780000030994415,0
08/09/22,789,0.08,0.9,0.4,0,59,0.7468354430379747,20,0.25316455696202533,1.4285714285714286,0.15,17,2,0,2.8200000524520874,15.780000030994415,0
09/09/22,789,0.09,0.9,0.5,0,60,0.75,20,0.25,1.3571428571428572,0.10526315789473684,18,2,2,1.9500000476837158,16.750000059604645,0
10/09/22,789,0.1,0.9,0.6,0,61,0.7530864197530864,20,0.24691358024691357,1.3571428571428572,0.10526315789473684,18,3,0,1.9500000476837158,16.750000059604645,0
11/09/22,789,0.11,0.9,0.7,0,62,0.7560975609756098,20,0.24390243902439024,1.5,0.09523809523809523,18,3,0,1.9500000476837158,16.750000059604645,0
12/09/22,789,0.12,0.9,0.1,0,63,0.7590361445783133,20,0.24096385542168675,1.7142857142857142,0.08333333333333333,18,2.75,0,1.9500000476837158,16.750000059604645,0
13/09/22,789,0.13,0.9,0.2,0,64,0.7619047619047619,20,0.23809523809523808,1.7142857142857142,0.08333333333333333,18,2,0,1.9500000476837158,16.750000059604645,0
14/09/22,789,0.14,0.9,0.3,0,65,0.7647058823529411,20,0.23529411764705882,1.7857142857142858,0.08,18,2.5,0,1.9500000476837158,16.750000059604645,0
15/09/22,789,0.15,0.9,0.4,0,66,0.7674418604651163,20,0.23255813953488372,1.7857142857142858,0.08,18,2.5,0,1.9500000476837158,16.750000059604645,0
16/09/22,789,0.16,0.9,0.5,0,67,0.7701149425287356,20,0.22988505747126436,1.7142857142857142,0.08333333333333333,18,2,0,1.9500000476837158,16.750000059604645,0
17/09/22,789,0.17,0.9,0.6,0,68,0.7727272727272727,20,0.22727272727272727,1.6428571428571428,0.13043478260869565,19,2,2,2.930000066757202,17.73000007867813,0
18/09/22,789,0.18,0.9,0.7,0,69,0.7752808988764045,20,0.2247191011235955,1.7857142857142858,0.16,20,2.3333333333333335,1,3.8700000643730164,18.670000076293945,0
19/09/22,789,0.19,0.9,0.1,0,70,0.7777777777777778,20,0.2222222222222222,1.7142857142857142,0.16666666666666666,20,3,0,3.8700000643730164,18.670000076293945,0
20/09/22,789,0.2,0.9,0.2,0,71,0.7802197802197802,20,0.21978021978021978,1.7142857142857142,0.125,20,3,0,2.89000004529953,18.670000076293945,0
21/09/22,789,0.21,0.9,0.3,0,72,0.782608695652174,20,0.21739130434782608,1.7142857142857142,0.125,20,3,0,2.89000004529953,18.670000076293945,0
22/09/22,789,0.22,0.9,0.4,0,73,0.7849462365591398,20,0.21505376344086022,1.7142857142857142,0.125,20,3,0,2.89000004529953,18.670000076293945,0
23/09/22,789,0.23,0.9,0.5,1,73,0.776595744680851,21,0.22340425531914893,1.6428571428571428,0.08695652173913043,20,0,0,1.9200000166893005,18.670000076293945,0
24/09/22,789,0.24,0.9,0.6,0,74,0.7789473684210526,21,0.22105263157894736,1.7142857142857142,0.08333333333333333,20,3,0,1.9200000166893005,18.670000076293945,0
25/09/22,789,0.25,0.9,0.7,0,75,0.78125,21,0.21875,1.7142857142857142,0.08333333333333333,20,2,0,1.9200000166893005,18.670000076293945,0
26/09/22,789,0.26,0.9,0.1,0,76,0.7835051546391752,21,0.21649484536082475,1.5,0.14285714285714285,21,3,3,2.9200000166893005,19.670000076293945,0
27/09/22,789,0.27,0.9,0.2,0,77,0.7857142857142857,21,0.21428571428571427,1.4285714285714286,0.15,21,1,0,2.9200000166893005,19.670000076293945,0
28/09/22,789,0.28,0.9,0.3,0,78,0.7878787878787878,21,0.21212121212121213,1.4285714285714286,0.2,22,1,1,3.9200000166893005,20.670000076293945,0
29/09/22,789,0.29,0.9,0.4,0,79,0.79,21,0.21,1.4285714285714286,0.2,22,3,0,3.9200000166893005,20.670000076293945,0
30/09/22,789,0.3,0.9,0.5,0,80,0.7920792079207921,21,0.2079207920792079,1.5,0.19047619047619047,22,3,0,3.9200000166893005,20.670000076293945,0
01/10/22,789,0.01,1,0.6,0,81,0.7941176470588235,21,0.20588235294117646,1.5714285714285714,0.13636363636363635,22,3,0,2.939999997615814,20.670000076293945,0
02/10/22,789,0.02,1,0.7,0,82,0.7961165048543689,21,0.20388349514563106,1.5,0.09523809523809523,22,3,0,2,20.670000076293945,0
03/10/22,789,0.03,1,0.1,0,83,0.7980769230769231,21,0.20192307692307693,1.5714285714285714,0.09090909090909091,22,3,0,2,20.670000076293945,0
04/10/22,789,0.04,1,0.2,0,84,0.8,21,0.2,1.6428571428571428,0.08695652173913043,22,3,0,2,20.670000076293945,0
05/10/22,789,0.05,1,0.3,0,85,0.8018867924528302,21,0.19811320754716982,1.7142857142857142,0.08333333333333333,22,3,0,2,20.670000076293945,0
06/10/22,789,0.06,1,0.4,0,86,0.8037383177570093,21,0.19626168224299065,1.7857142857142858,0.08,22,3,0,2,20.670000076293945,0
07/10/22,789,0.07,1,0.5,0,87,0.8055555555555556,21,0.19444444444444445,1.9285714285714286,0.07407407407407407,22,3,0,2,20.670000076293945,0
08/10/22,789,0.08,1,0.6,0,88,0.8073394495412844,21,0.1926605504587156,1.8571428571428572,0.15384615384615385,24,3,3,3.8600000143051147,22.53000009059906,0
09/10/22,789,0.09,1,0.7,0,89,0.8090909090909091,21,0.19090909090909092,2,0.14285714285714285,24,1,0,3.8600000143051147,22.53000009059906,0
10/10/22,789,0.1,1,0.1,0,90,0.8108108108108109,21,0.1891891891891892,2.2142857142857144,0.0967741935483871,24,1,0,2.8600000143051147,22.53000009059906,0
11/10/22,789,0.11,1,0.2,0,91,0.8125,21,0.1875,2.4285714285714284,0.14705882352941177,26,1,1,4.7200000286102295,24.390000104904175,0
12/10/22,789,0.12,1,0.3,1,91,0.8053097345132744,22,0.19469026548672566,2.2857142857142856,0.125,26,0,0,3.7200000286102295,24.390000104904175,0
13/10/22,789,0.13,1,0.4,0,92,0.8070175438596491,22,0.19298245614035087,2.4285714285714284,0.20588235294117646,29,1,1,6.330000102519989,27.000000178813934,0
14/10/22,789,0.14,1,0.5,0,93,0.808695652173913,22,0.19130434782608696,2.5,0.2,29,2,0,6.330000102519989,27.000000178813934,0
15/10/22,789,0.15,1,0.6,0,94,0.8103448275862069,22,0.1896551724137931,2.642857142857143,0.1891891891891892,29,2,0,6.330000102519989,27.000000178813934,0
16/10/22,789,0.16,1,0.7,0,95,0.811965811965812,22,0.18803418803418803,2.642857142857143,0.1891891891891892,29,2,0,6.330000102519989,27.000000178813934,0
17/10/22,789,0.17,1,0.1,0,96,0.8135593220338984,22,0.1864406779661017,2.642857142857143,0.24324324324324326,31,2,2,8.110000133514404,28.78000020980835,0
18/10/22,789,0.18,1,0.2,0,97,0.8151260504201681,22,0.18487394957983194,2.5714285714285716,0.25,31,3,0,8.110000133514404,28.78000020980835,0
19/10/22,789,0.19,1,0.3,0,98,0.8166666666666667,22,0.18333333333333332,2.5,0.2571428571428571,31,3,0,8.110000133514404,28.78000020980835,0
20/10/22,789,0.2,1,0.4,1,98,0.8099173553719008,23,0.19008264462809918,2.357142857142857,0.2727272727272727,31,0,0,8.110000133514404,28.78000020980835,0
21/10/22,789,0.21,1,0.5,2,98,0.8032786885245902,24,0.19672131147540983,2.2142857142857144,0.2903225806451613,31,0,0,8.110000133514404,28.78000020980835,0
22/10/22,789,0.22,1,0.6,0,99,0.8048780487804879,24,0.1951219512195122,2.2857142857142856,0.21875,31,3,0,6.2500001192092896,28.78000020980835,0
23/10/22,789,0.23,1,0.7,0,100,0.8064516129032258,24,0.1935483870967742,2.0714285714285716,0.2413793103448276,31,3,0,6.2500001192092896,28.78000020980835,0
24/10/22,789,0.24,1,0.1,0,101,0.808,24,0.192,1.8571428571428572,0.2692307692307692,31,3,0,6.2500001192092896,28.78000020980835,0
25/10/22,789,0.25,1,0.2,0,102,0.8095238095238095,24,0.19047619047619047,1.8571428571428572,0.19230769230769232,31,3,0,4.390000104904175,28.78000020980835,0
26/10/22,789,0.26,1,0.3,1,102,0.8031496062992126,25,0.1968503937007874,1.8571428571428572,0.19230769230769232,31,0,0,4.390000104904175,28.78000020980835,0
27/10/22,789,0.27,1,0.4,0,103,0.8046875,25,0.1953125,1.6428571428571428,0.08695652173913043,31,3,0,1.7800000309944153,28.78000020980835,0
28/10/22,789,0.28,1,0.5,1,103,0.7984496124031008,26,0.20155038759689922,1.4285714285714286,0.1,31,0,0,1.7800000309944153,28.78000020980835,0
29/10/22,789,0.29,1,0.6,0,104,0.8,26,0.2,1.2142857142857142,0.11764705882352941,31,3,0,1.7800000309944153,28.78000020980835,0
30/10/22,789,0.3,1,0.7,1,104,0.7938931297709924,27,0.20610687022900764,1.0714285714285714,0.13333333333333333,31,0,0,1.7800000309944153,28.78000020980835,0
31/10/22,789,0.31,1,0.1,2,104,0.7878787878787878,28,0.21212121212121213,0.9285714285714286,0,31,0,0,0,28.78000020980835,0
01/11/22,789,0.01,1.1,0.2,0,105,0.7894736842105263,28,0.21052631578947367,1.0714285714285714,0,31,2.6666666666666665,0,0,28.78000020980835,0
02/11/22,789,0.02,1.1,0.3,0,106,0.7910447761194029,28,0.208955223880597,1.0714285714285714,0,31,3,0,0,28.78000020980835,0
03/11/22,789,0.03,1.1,0.4,0,107,0.7925925925925926,28,0.2074074074074074,1.2142857142857142,0,31,2.5,0,0,28.78000020980835,0
04/11/22,789,0.04,1.1,0.5,0,108,0.7941176470588235,28,0.20588235294117646,1.3571428571428572,0,31,3,0,0,28.78000020980835,0
05/11/22,789,0.05,1.1,0.6,1,108,0.7883211678832117,29,0.2116788321167883,1.1428571428571428,0,31,0,0,0,28.78000020980835,0
06/11/22,789,0.06,1.1,0.7,0,109,0.7898550724637681,29,0.21014492753623187,1.2142857142857142,0.058823529411764705,32,2.5,3,0.9599999785423279,29.740000188350677,0
07/11/22,789,0.07,1.1,0.1,0,110,0.7913669064748201,29,0.20863309352517986,1.4285714285714286,0.05,32,2,0,0.9599999785423279,29.740000188350677,0
08/11/22,789,0.08,1.1,0.2,0,111,0.7928571428571428,29,0.20714285714285716,1.2857142857142858,0.1111111111111111,33,1.5,2,1.9599999785423279,30.740000188350677,0
09/11/22,789,0.09,1.1,0.3,0,112,0.7943262411347518,29,0.20567375886524822,1.5,0.09523809523809523,33,1,0,1.9599999785423279,30.740000188350677,0
10/11/22,789,0.1,1.1,0.4,0,113,0.795774647887324,29,0.20422535211267606,1.6428571428571428,0.13043478260869565,34,2.3333333333333335,1,2.9199999570846558,31.700000166893005,0
11/11/22,789,0.11,1.1,0.5,0,114,0.7972027972027972,29,0.20279720279720279,2.357142857142857,0.15151515151515152,36,3,3,4.519999980926514,33.30000019073486,0
12/11/22,789,0.12,1.1,0.6,1,114,0.7916666666666666,30,0.20833333333333334,2.2857142857142856,0.15625,36,0,0,4.519999980926514,33.30000019073486,0
13/11/22,789,0.13,1.1,0.7,0,115,0.7931034482758621,30,0.20689655172413793,2.4285714285714284,0.14705882352941177,36,2,0,4.519999980926514,33.30000019073486,0
14/11/22,789,0.14,1.1,0.1,0,116,0.7945205479452054,30,0.2054794520547945,2.5,0.14285714285714285,36,2,0,4.519999980926514,33.30000019073486,0
15/11/22,789,0.15,1.1,0.2,0,117,0.7959183673469388,30,0.20408163265306123,2.4285714285714284,0.17647058823529413,37,2,2,5.469999969005585,34.250000178813934,0
16/11/22,789,0.16,1.1,0.3,0,118,0.7972972972972973,30,0.20270270270270271,2.5714285714285716,0.16666666666666666,37,3,0,5.469999969005585,34.250000178813934,0
17/11/22,789,0.17,1.1,0.4,0,119,0.7986577181208053,30,0.20134228187919462,2.5,0.17142857142857143,37,3,0,5.469999969005585,34.250000178813934,0
18/11/22,789,0.18,1.1,0.5,0,120,0.8,30,0.2,2.5,0.17142857142857143,37,3,0,5.469999969005585,34.250000178813934,0
19/11/22,789,0.19,1.1,0.6,0,121,0.8013245033112583,30,0.1986754966887417,2.857142857142857,0.15,37,3,0,5.469999969005585,34.250000178813934,1
22/06/22,798,0.22,0.6,0.3,0,1,1,0,0,0.7142857142857143,0.9,9,1.6,3,8.980000019073486,8.980000019073486,0
23/06/22,798,0.23,0.6,0.4,0,2,1,0,0,1,0.7857142857142857,11,3.25,4,10.960000038146973,10.960000038146973,0
24/06/22,798,0.24,0.6,0.5,0,3,1,0,0,1.0714285714285714,0.8,12,3,3,11.950000047683716,11.950000047683716,0
25/06/22,798,0.25,0.6,0.6,0,4,1,0,0,1.5714285714285714,0.8181818181818182,18,2,3,17.790000081062317,17.790000081062317,0
26/06/22,798,0.26,0.6,0.7,0,5,1,0,0,2,0.7857142857142857,22,2.6666666666666665,3,21.590000092983246,21.590000092983246,0
27/06/22,798,0.27,0.6,0.1,0,6,1,0,0,2.0714285714285716,0.7931034482758621,23,2,2,22.590000092983246,22.590000092983246,0
28/06/22,798,0.28,0.6,0.2,0,7,1,0,0,2.357142857142857,0.8181818181818182,27,1.5,2,26.490000069141388,26.490000069141388,0
29/06/22,798,0.29,0.6,0.3,0,8,1,0,0,2.642857142857143,0.8378378378378378,31,1.25,2,30.490000069141388,30.490000069141388,0
30/06/22,798,0.3,0.6,0.4,0,9,1,0,0,2.7142857142857144,0.8421052631578947,32,1,1,31.490000069141388,31.490000069141388,0
01/07/22,798,0.01,0.7,0.5,0,10,1,0,0,3,0.8333333333333334,35,1.75,2,34.40000009536743,34.40000009536743,0
02/07/22,798,0.02,0.7,0.6,1,10,0.9090909090909091,1,0.09090909090909091,3,0.8333333333333334,35,0,0,34.40000009536743,34.40000009536743,0
03/07/22,798,0.03,0.7,0.7,0,11,0.9166666666666666,1,0.08333333333333333,3.2142857142857144,0.8444444444444444,38,2.3333333333333335,4,37.20000010728836,37.20000010728836,0
04/07/22,798,0.04,0.7,0.1,0,12,0.9230769230769231,1,0.07692307692307693,3.2857142857142856,0.8478260869565217,39,3,3,37.970000088214874,37.970000088214874,0
05/07/22,798,0.05,0.7,0.2,0,13,0.9285714285714286,1,0.07142857142857142,3.5,0.8163265306122449,40,3,1,38.970000088214874,38.970000088214874,0
06/07/22,798,0.06,0.7,0.3,0,14,0.9333333333333333,1,0.06666666666666667,3.2142857142857144,0.7777777777777778,44,3.3333333333333335,4,33.830000042915344,42.81000006198883,0
07/07/22,798,0.07,0.7,0.4,0,15,0.9375,1,0.0625,3.4285714285714284,0.8333333333333334,51,1.7142857142857142,2,38.72000002861023,49.6800000667572,0
08/07/22,798,0.08,0.7,0.5,0,16,0.9411764705882353,1,0.058823529411764705,3.5,0.8367346938775511,53,1.5,2,39.730000019073486,51.6800000667572,0
09/07/22,798,0.09,0.7,0.6,0,17,0.9444444444444444,1,0.05555555555555555,3.5,0.7755102040816326,56,2.7142857142857144,3,36.75,54.54000008106232,0
10/07/22,798,0.1,0.7,0.7,0,18,0.9473684210526315,1,0.05263157894736842,3.142857142857143,0.7954545454545454,57,1,1,33.94999998807907,55.54000008106232,0
11/07/22,798,0.11,0.7,0.1,0,19,0.95,1,0.05,3.142857142857143,0.7727272727272727,57,3,0,32.94999998807907,55.54000008106232,0
12/07/22,798,0.12,0.7,0.2,0,20,0.9523809523809523,1,0.047619047619047616,3.0714285714285716,0.7674418604651163,60,2.3333333333333335,3,32.030000030994415,58.5200001001358,0
13/07/22,798,0.13,0.7,0.3,0,21,0.9545454545454546,1,0.045454545454545456,2.9285714285714284,0.7560975609756098,62,1,1,30.030000030994415,60.5200001001358,0
14/07/22,798,0.14,0.7,0.4,0,22,0.9565217391304348,1,0.043478260869565216,3.142857142857143,0.7045454545454546,63,4,4,30.030000030994415,61.5200001001358,0
15/07/22,798,0.15,0.7,0.5,0,23,0.9583333333333334,1,0.041666666666666664,3,0.7142857142857143,65,2.5,3,29.100000023841858,63.50000011920929,0
16/07/22,798,0.16,0.7,0.6,0,24,0.96,1,0.04,3.0714285714285716,0.6976744186046512,65,3,0,29.100000023841858,63.50000011920929,0
17/07/22,798,0.17,0.7,0.7,0,25,0.9615384615384616,1,0.038461538461538464,3,0.6904761904761905,67,1,1,28.30000001192093,65.50000011920929,0
18/07/22,798,0.18,0.7,0.1,1,25,0.9259259259259259,2,0.07407407407407407,2.9285714285714284,0.6829268292682927,67,0,0,27.530000030994415,65.50000011920929,0
19/07/22,798,0.19,0.7,0.2,0,26,0.9285714285714286,2,0.07142857142857142,2.9285714285714284,0.7317073170731707,70,2.3333333333333335,3,29.530000030994415,68.50000011920929,0
20/07/22,798,0.2,0.7,0.3,0,27,0.9310344827586207,2,0.06896551724137931,2.7142857142857144,0.7631578947368421,73,1.6666666666666667,2,28.37000000476837,71.1800000667572,0
21/07/22,798,0.21,0.7,0.4,0,28,0.9333333333333333,2,0.06666666666666667,2.5714285714285716,0.7222222222222222,77,2,2,25.459999978542328,75.14000004529953,0
22/07/22,798,0.22,0.7,0.5,0,29,0.9354838709677419,2,0.06451612903225806,2.5714285714285716,0.6944444444444444,78,4,4,24.44999998807907,76.13000005483627,0
23/07/22,798,0.23,0.7,0.6,0,30,0.9375,2,0.0625,2.142857142857143,0.7666666666666667,79,3,3,22.589999973773956,77.13000005483627,0
24/07/22,798,0.24,0.7,0.7,0,31,0.9393939393939394,2,0.06060606060606061,2.2857142857142856,0.75,81,3.3333333333333335,4,23.349999964237213,78.89000004529953,0
25/07/22,798,0.25,0.7,0.1,0,32,0.9411764705882353,2,0.058823529411764705,2.5,0.8,85,1.25,2,27.339999973773956,82.88000005483627,0
26/07/22,798,0.26,0.7,0.2,1,32,0.9142857142857143,3,0.08571428571428572,2.2857142857142856,0.78125,85,0,0,24.35999995470047,82.88000005483627,0
27/07/22,798,0.27,0.7,0.3,2,32,0.8888888888888888,4,0.1111111111111111,2.142857142857143,0.7666666666666667,85,0,0,22.35999995470047,82.88000005483627,0
28/07/22,798,0.28,0.7,0.4,3,32,0.8648648648648649,5,0.13513513513513514,1.8571428571428572,0.8461538461538461,85,0,0,21.35999995470047,82.88000005483627,0
29/07/22,798,0.29,0.7,0.5,0,33,0.868421052631579,5,0.13157894736842105,1.8571428571428572,0.8076923076923077,86,3,3,20.369999945163727,83.87000006437302,0
30/07/22,798,0.3,0.7,0.6,0,34,0.8717948717948718,5,0.1282051282051282,2,0.8571428571428571,89,1.6666666666666667,3,23.35999995470047,86.86000007390976,0
31/07/22,798,0.31,0.7,0.7,0,35,0.875,5,0.125,2,0.8571428571428571,91,2,2,23.060000002384186,88.56000012159348,0
01/08/22,798,0.01,0.8,0.1,0,36,0.8780487804878049,5,0.12195121951219512,2.142857142857143,0.8666666666666667,93,2.5,3,24.959999978542328,90.46000009775162,0
02/08/22,798,0.02,0.8,0.2,0,37,0.8809523809523809,5,0.11904761904761904,2.0714285714285716,0.8620689655172413,95,2,2,23.959999978542328,92.46000009775162,0
03/08/22,798,0.03,0.8,0.3,0,38,0.8837209302325582,5,0.11627906976744186,2.142857142857143,0.8666666666666667,99,1.75,2,25.2600000500679,96.4400001168251,0
04/08/22,798,0.04,0.8,0.4,0,39,0.8863636363636364,5,0.11363636363636363,1.8571428571428572,0.8846153846153846,100,1,1,22.300000071525574,97.4400001168251,0
05/08/22,798,0.05,0.8,0.5,0,40,0.8888888888888888,5,0.1111111111111111,2.0714285714285716,0.8275862068965517,102,3.4,3,23.100000083446503,99.23000013828278,0
